"subj","item","trial","F","P","Q","lQ","lT","rt","speed"
"S02","TUNE",288,"LF","rel","clr","deg","WD",662,1.5105740181268883
"S02","NAVY",291,"LF","rel","deg","clr","NW",805,1.2422360248447204
"S02","BANANA",294,"LF","unr","clr","clr","NW",723,1.3831258644536653
"S02","SILVER",296,"LF","unr","clr","clr","NW",619,1.615508885298869
"S02","PICK",297,"HF","unr","deg","clr","WD",721,1.3869625520110958
"S02","SOUND",298,"HF","unr","clr","deg","WD",547,1.8281535648994516
"S02","ENGINE",302,"HF","rel","clr","clr","NW",774,1.2919896640826873
"S02","SPOT",304,"HF","unr","deg","deg","NW",834,1.1990407673860912
"S02","TAKE",305,"HF","rel","clr","deg","WD",544,1.838235294117647
"S02","HARD",306,"HF","unr","clr","clr","WD",538,1.858736059479554
"S02","FIRE",307,"HF","unr","clr","clr","WD",564,1.7730496453900708
"S02","HOTEL",315,"HF","unr","clr","clr","NW",532,1.8796992481203008
"S02","BOAT",317,"HF","rel","deg","clr","NW",1093,0.9149130832570905
"S02","GAMBLE",318,"HF","rel","clr","deg","WD",744,1.3440860215053763
"S02","GUILT",319,"LF","unr","deg","clr","WD",985,1.015228426395939
"S02","HELP",320,"HF","rel","deg","deg","WD",818,1.2224938875305624
"S02","SAND",321,"LF","unr","deg","deg","WD",879,1.1376564277588168
"S02","POINT",327,"HF","rel","clr","clr","NW",579,1.7271157167530224
"S02","WORD",328,"HF","rel","clr","clr","WD",602,1.6611295681063123
"S02","TELL",330,"HF","unr","deg","clr","NW",615,1.6260162601626016
"S02","BUNNY",331,"LF","unr","clr","deg","WD",590,1.694915254237288
"S02","HOME",342,"HF","unr","clr","clr","NW",520,1.9230769230769231
"S02","VISION",343,"HF","unr","clr","clr","WD",626,1.597444089456869
"S02","NURSE",347,"LF","unr","clr","deg","NW",669,1.4947683109118086
"S02","LONG",348,"HF","unr","clr","clr","WD",722,1.3850415512465375
"S02","COUNTRY",349,"HF","unr","deg","clr","WD",901,1.1098779134295227
"S02","DONKEY",350,"LF","unr","clr","deg","WD",815,1.2269938650306749
"S02","SWIM",351,"LF","unr","clr","clr","WD",590,1.694915254237288
"S02","COLD",352,"HF","rel","deg","clr","WD",646,1.5479876160990713
"S02","HEAT",353,"LF","rel","clr","deg","WD",524,1.9083969465648856
"S02","SCARE",354,"LF","rel","deg","clr","WD",709,1.4104372355430184
"S02","BATH",356,"LF","unr","clr","deg","NW",696,1.4367816091954022
"S02","JUMP",359,"LF","unr","deg","deg","NW",691,1.447178002894356
"S02","EAGLE",360,"LF","unr","clr","deg","WD",839,1.1918951132300357
"S02","LOCK",361,"LF","rel","deg","clr","WD",581,1.721170395869191
"S02","SHORT",363,"HF","rel","deg","deg","NW",602,1.6611295681063123
"S02","PUPPY",364,"LF","rel","clr","deg","WD",642,1.557632398753894
"S02","SOUR",365,"LF","unr","deg","clr","WD",616,1.6233766233766234
"S02","DESTROY",367,"HF","rel","clr","deg","NW",495,2.0202020202020203
"S02","ACHE",371,"LF","rel","deg","clr","NW",599,1.669449081803005
"S02","VEIN",372,"LF","unr","deg","deg","WD",878,1.1389521640091116
"S02","FACE",374,"HF","unr","clr","deg","NW",643,1.5552099533437014
"S02","DARK",375,"HF","rel","deg","clr","WD",680,1.4705882352941178
"S02","DUCK",378,"LF","unr","deg","deg","NW",729,1.3717421124828533
"S02","MONKEY",379,"LF","unr","deg","deg","WD",715,1.3986013986013985
"S02","TEAR",380,"LF","unr","deg","deg","WD",605,1.6528925619834711
"S02","THREAD",387,"LF","rel","deg","deg","NW",647,1.545595054095827
"S02","PEOPLE",389,"HF","unr","clr","clr","NW",484,2.0661157024793386
"S02","NICE",390,"LF","unr","deg","clr","WD",688,1.4534883720930232
"S02","FRUIT",394,"LF","rel","deg","clr","NW",634,1.5772870662460567
"S02","PURPLE",396,"LF","rel","clr","clr","NW",501,1.996007984031936
"S02","MAIL",397,"LF","unr","clr","clr","WD",673,1.485884101040119
"S02","WEIGHT",403,"LF","rel","deg","deg","WD",1651,0.6056935190793459
"S02","ALONE",404,"HF","rel","deg","deg","WD",689,1.4513788098693758
"S02","STORM",405,"LF","unr","clr","deg","WD",484,2.0661157024793386
"S02","JUICE",407,"LF","rel","clr","clr","NW",551,1.8148820326678765
"S02","CITY",410,"HF","unr","deg","deg","NW",771,1.297016861219196
"S02","OVEN",411,"LF","unr","clr","deg","WD",612,1.6339869281045751
"S02","EARTH",412,"HF","rel","deg","clr","WD",810,1.2345679012345678
"S02","PLANE",413,"HF","rel","deg","deg","WD",568,1.7605633802816902
"S02","FIGHT",414,"HF","unr","deg","deg","WD",785,1.2738853503184713
"S02","GIRL",417,"HF","rel","deg","clr","NW",759,1.3175230566534915
"S02","MEAN",419,"HF","unr","clr","clr","NW",738,1.3550135501355014
"S02","CRASH",422,"LF","rel","clr","deg","NW",641,1.5600624024960998
"S02","BEST",423,"HF","unr","deg","clr","WD",1238,0.8077544426494345
"S02","BREAD",424,"LF","rel","deg","deg","WD",580,1.7241379310344827
"S02","LEAD",425,"HF","rel","clr","deg","WD",956,1.0460251046025104
"S02","DOOR",426,"HF","unr","clr","clr","WD",501,1.996007984031936
"S02","POLE",427,"LF","rel","deg","clr","WD",800,1.25
"S02","CHANGE",428,"HF","rel","clr","deg","WD",544,1.838235294117647
"S02","WOOL",432,"LF","unr","clr","deg","NW",719,1.3908205841446453
"S02","WEST",436,"HF","rel","deg","clr","NW",995,1.0050251256281406
"S02","GLUE",437,"LF","unr","deg","deg","WD",587,1.7035775127768313
"S02","LIQUID",438,"HF","unr","deg","deg","WD",851,1.1750881316098707
"S02","BREATH",439,"HF","rel","clr","deg","WD",593,1.6863406408094435
"S02","WALK",442,"HF","rel","deg","clr","NW",668,1.4970059880239521
"S02","WATER",447,"HF","unr","deg","clr","NW",557,1.7953321364452424
"S02","NIGHT",448,"HF","rel","deg","deg","WD",661,1.51285930408472
"S02","REEF",449,"LF","unr","clr","deg","WD",634,1.5772870662460567
"S02","GIVE",450,"HF","rel","deg","clr","WD",625,1.6
"S02","EGGS",453,"LF","unr","clr","deg","NW",832,1.2019230769230769
"S02","BACK",454,"HF","rel","clr","clr","WD",510,1.9607843137254901
"S02","SHOE",456,"LF","unr","deg","clr","NW",556,1.7985611510791366
"S02","CAKE",459,"LF","rel","deg","deg","NW",693,1.443001443001443
"S02","STREET",460,"HF","rel","deg","deg","WD",1353,0.7390983000739099
"S02","RIGHT",461,"HF","rel","clr","deg","WD",707,1.4144271570014144
"S02","BOARD",463,"HF","rel","deg","deg","NW",1039,0.9624639076034649
"S02","LIGHT",464,"HF","unr","deg","deg","WD",582,1.7182130584192439
"S02","UNCLE",470,"HF","unr","deg","clr","NW",588,1.7006802721088434
"S02","FORGIVE",478,"LF","unr","deg","deg","NW",647,1.545595054095827
"S02","SEAT",479,"HF","unr","clr","deg","WD",620,1.6129032258064515
"S03","COST",2,"HF","rel","deg","clr","WD",624,1.6025641025641026
"S03","EAGLE",3,"LF","rel","clr","deg","WD",806,1.2406947890818858
"S03","UNCLE",6,"HF","rel","deg","clr","NW",521,1.9193857965451055
"S03","STICK",12,"LF","rel","clr","clr","NW",626,1.597444089456869
"S03","LOUD",13,"LF","rel","deg","clr","WD",536,1.8656716417910448
"S03","GOAL",14,"LF","rel","deg","deg","WD",802,1.2468827930174564
"S03","FIRE",19,"HF","rel","clr","clr","NW",533,1.876172607879925
"S03","GONE",21,"HF","unr","deg","clr","NW",652,1.5337423312883436
"S03","SECOND",22,"HF","rel","deg","deg","WD",561,1.7825311942959001
"S03","GUILT",25,"LF","rel","deg","clr","NW",532,1.8796992481203008
"S03","BLUE",26,"HF","unr","deg","deg","WD",654,1.529051987767584
"S03","HANGER",27,"LF","unr","clr","deg","WD",803,1.2453300124533002
"S03","SEAT",35,"HF","rel","clr","clr","NW",868,1.152073732718894
"S03","MONKEY",38,"LF","rel","deg","deg","WD",507,1.9723865877712032
"S03","ROCKET",43,"LF","unr","deg","clr","NW",436,2.293577981651376
"S03","HEAT",45,"LF","unr","deg","deg","NW",743,1.3458950201884252
"S03","BOARD",47,"HF","unr","clr","deg","NW",669,1.4947683109118086
"S03","BATH",48,"LF","rel","clr","clr","WD",673,1.485884101040119
"S03","MOUSE",52,"LF","rel","deg","clr","NW",558,1.7921146953405018
"S03","WRITE",55,"HF","rel","deg","deg","NW",730,1.36986301369863
"S03","NUMBER",59,"HF","rel","clr","deg","NW",492,2.032520325203252
"S03","READ",60,"HF","unr","clr","clr","WD",567,1.763668430335097
"S03","PURPLE",63,"LF","unr","deg","clr","NW",736,1.358695652173913
"S03","STOP",64,"HF","rel","clr","deg","WD",546,1.8315018315018314
"S03","STRONG",65,"HF","rel","clr","clr","WD",539,1.8552875695732838
"S03","DARK",66,"HF","unr","clr","clr","WD",453,2.207505518763797
"S03","WEIGHT",68,"LF","unr","clr","deg","NW",536,1.8656716417910448
"S03","CARDS",70,"LF","unr","deg","deg","NW",454,2.202643171806167
"S03","WOOL",71,"LF","rel","clr","deg","WD",515,1.941747572815534
"S03","DONE",72,"HF","rel","deg","clr","WD",525,1.9047619047619047
"S03","SHOE",73,"LF","rel","deg","deg","WD",488,2.0491803278688523
"S03","HAIR",74,"HF","rel","clr","deg","WD",420,2.380952380952381
"S03","CHANGE",77,"HF","unr","deg","clr","NW",536,1.8656716417910448
"S03","FRUIT",78,"LF","unr","clr","deg","WD",434,2.304147465437788
"S03","MORE",80,"HF","rel","deg","clr","NW",481,2.079002079002079
"S03","LIQUID",82,"HF","rel","deg","clr","NW",449,2.2271714922048997
"S03","HURT",86,"LF","rel","clr","deg","NW",487,2.0533880903490758
"S03","MANY",87,"HF","rel","clr","clr","WD",403,2.4813895781637716
"S03","SCHOOL",88,"HF","unr","deg","clr","WD",531,1.8832391713747645
"S03","LONG",89,"HF","rel","clr","deg","WD",429,2.331002331002331
"S03","POINT",90,"HF","unr","deg","clr","WD",602,1.6611295681063123
"S03","FISH",91,"LF","unr","clr","deg","WD",401,2.493765586034913
"S03","SOUR",92,"LF","rel","deg","clr","WD",560,1.7857142857142858
"S03","SORRY",94,"HF","rel","clr","deg","NW",636,1.5723270440251573
"S03","PINT",98,"LF","unr","deg","deg","WD",421,2.375296912114014
"S03","BREATH",99,"HF","unr","deg","deg","WD",451,2.2172949002217295
"S03","MEAN",101,"HF","rel","clr","clr","NW",786,1.272264631043257
"S03","SNAKE",103,"LF","unr","clr","deg","NW",617,1.6207455429497568
"S03","JUMP",107,"LF","rel","deg","deg","NW",500,2.0
"S03","ANGER",108,"LF","rel","clr","deg","WD",543,1.8416206261510129
"S03","DUCK",111,"LF","rel","deg","clr","NW",619,1.615508885298869
"S03","MATH",112,"LF","unr","deg","deg","WD",513,1.949317738791423
"S03","HABIT",115,"LF","unr","deg","deg","NW",784,1.2755102040816326
"S03","HARD",121,"HF","rel","clr","deg","NW",426,2.347417840375587
"S03","WATER",126,"HF","rel","deg","deg","NW",537,1.86219739292365
"S03","BELL",127,"LF","unr","deg","deg","WD",611,1.6366612111292962
"S03","BIRD",128,"LF","rel","clr","deg","WD",409,2.444987775061125
"S03","EARTH",131,"HF","unr","clr","clr","NW",511,1.9569471624266144
"S03","WINE",137,"HF","rel","clr","clr","NW",539,1.8552875695732838
"S03","PICK",142,"HF","rel","deg","deg","NW",550,1.8181818181818181
"S03","HOLD",146,"HF","rel","clr","deg","WD",455,2.197802197802198
"S03","GLUE",147,"LF","rel","deg","clr","WD",676,1.4792899408284024
"S03","OPEN",148,"HF","rel","deg","deg","WD",456,2.192982456140351
"S03","SPACE",150,"HF","rel","clr","deg","NW",506,1.976284584980237
"S03","COUNTRY",151,"HF","rel","deg","clr","WD",469,2.1321961620469083
"S03","BOAT",154,"HF","unr","clr","deg","NW",488,2.0491803278688523
"S03","FLOWER",157,"LF","unr","deg","clr","NW",457,2.1881838074398248
"S03","HIDE",158,"LF","unr","deg","deg","WD",677,1.4771048744460857
"S03","DUMB",162,"LF","unr","clr","deg","NW",695,1.4388489208633093
"S03","SCENT",164,"LF","unr","deg","deg","NW",623,1.6051364365971108
"S03","WORD",167,"HF","unr","deg","clr","NW",559,1.7889087656529516
"S03","SLIMY",168,"LF","rel","deg","deg","WD",615,1.6260162601626016
"S03","SAME",169,"HF","unr","deg","deg","WD",462,2.1645021645021645
"S03","COAT",171,"LF","rel","clr","deg","NW",548,1.8248175182481752
"S03","GLORY",177,"LF","rel","deg","clr","NW",552,1.8115942028985508
"S03","COWBOY",179,"LF","unr","clr","clr","WD",503,1.9880715705765408
"S03","HANDS",180,"HF","unr","clr","clr","WD",545,1.834862385321101
"S03","STREET",181,"HF","unr","clr","clr","WD",538,1.858736059479554
"S03","WEIRD",182,"LF","rel","deg","clr","WD",805,1.2422360248447204
"S03","SMOKE",183,"HF","unr","deg","deg","WD",644,1.5527950310559007
"S03","RIBS",186,"LF","unr","clr","deg","NW",480,2.0833333333333335
"S03","MORNING",187,"HF","unr","clr","clr","WD",588,1.7006802721088434
"S03","STONE",189,"HF","rel","deg","clr","NW",714,1.4005602240896358
"S03","WEST",191,"HF","unr","clr","clr","NW",657,1.5220700152207
"S03","SHOWER",197,"LF","rel","clr","clr","WD",786,1.272264631043257
"S03","CASE",198,"HF","unr","deg","clr","WD",674,1.4836795252225519
"S03","THREAD",200,"LF","unr","clr","deg","NW",638,1.567398119122257
"S03","OVEN",202,"LF","rel","clr","clr","NW",479,2.0876826722338206
"S03","SODA",204,"LF","rel","deg","deg","NW",451,2.2172949002217295
"S03","PRESENT",206,"HF","unr","deg","deg","NW",472,2.1186440677966103
"S03","RUBBER",208,"LF","unr","deg","clr","NW",583,1.7152658662092624
"S03","KING",209,"LF","unr","clr","deg","WD",607,1.6474464579901154
"S03","POLE",212,"LF","unr","clr","deg","NW",451,2.2172949002217295
"S03","PUPPY",213,"LF","unr","deg","clr","WD",416,2.4038461538461537
"S03","CORN",215,"LF","rel","clr","clr","NW",698,1.4326647564469914
"S03","OCEAN",218,"LF","unr","clr","deg","NW",437,2.288329519450801
"S03","COLD",220,"HF","unr","clr","clr","NW",441,2.2675736961451247
"S03","SEAFOOD",226,"LF","unr","clr","clr","NW",501,1.996007984031936
"S03","STORM",228,"LF","rel","clr","clr","NW",545,1.834862385321101
"S03","GRASS",229,"HF","rel","deg","clr","WD",491,2.0366598778004072
"S03","ALONE",232,"HF","unr","clr","deg","WD",479,2.0876826722338206
"S03","WHITE",234,"HF","rel","clr","deg","NW",435,2.2988505747126435
"S03","FATHER",235,"HF","rel","deg","clr","WD",528,1.893939393939394
"S03","GAMBLE",237,"HF","unr","deg","deg","NW",487,2.0533880903490758
"S03","FROG",239,"LF","rel","clr","clr","NW",479,2.0876826722338206
"S03","ORANGE",242,"LF","unr","deg","deg","NW",431,2.320185614849188
"S03","TIRED",243,"HF","unr","clr","deg","WD",637,1.5698587127158556
"S03","FIGHT",245,"HF","rel","deg","clr","NW",522,1.9157088122605364
"S03","ARMY",246,"HF","unr","clr","deg","WD",612,1.6339869281045751
"S03","HEAD",247,"HF","unr","deg","clr","WD",683,1.4641288433382138
"S03","VEIN",249,"LF","rel","deg","clr","NW",949,1.053740779768177
"S03","BALLOON",251,"LF","unr","deg","clr","NW",652,1.5337423312883436
"S03","SPORT",253,"LF","rel","deg","clr","NW",423,2.3640661938534278
"S03","CENTER",254,"HF","unr","deg","deg","WD",822,1.2165450121654502
"S03","FRIGHT",255,"LF","rel","clr","deg","WD",741,1.349527665317139
"S03","CITY",256,"HF","rel","deg","clr","WD",519,1.9267822736030829
"S03","LIGHT",257,"HF","rel","deg","deg","WD",608,1.644736842105263
"S03","BACK",258,"HF","unr","deg","deg","WD",519,1.9267822736030829
"S03","JOKE",259,"LF","unr","deg","deg","WD",658,1.5197568389057752
"S03","FINGER",262,"HF","unr","clr","deg","NW",1068,0.9363295880149812
"S03","MELT",264,"LF","unr","deg","deg","NW",528,1.893939393939394
"S03","PUSH",266,"LF","unr","deg","deg","NW",575,1.7391304347826086
"S03","CHEAT",268,"LF","unr","deg","clr","NW",602,1.6611295681063123
"S03","THINK",270,"HF","rel","clr","clr","NW",561,1.7825311942959001
"S03","FLOOR",271,"HF","rel","deg","clr","WD",554,1.8050541516245486
"S03","SIGN",272,"LF","rel","deg","deg","WD",690,1.4492753623188406
"S03","CHEAP",274,"LF","rel","clr","deg","NW",600,1.6666666666666667
"S03","PLANE",277,"HF","unr","clr","deg","NW",478,2.092050209205021
"S03","DEFEND",278,"LF","unr","clr","clr","WD",714,1.4005602240896358
"S03","HOSTAGE",280,"LF","unr","clr","clr","NW",766,1.3054830287206267
"S03","SHORT",285,"HF","unr","clr","clr","NW",595,1.680672268907563
"S03","THIEF",286,"LF","unr","clr","clr","WD",490,2.0408163265306123
"S03","EGGS",290,"LF","rel","clr","clr","NW",469,2.1321961620469083
"S03","FEMALE",292,"HF","rel","clr","clr","NW",408,2.450980392156863
"S03","SPOT",293,"HF","rel","deg","clr","WD",599,1.669449081803005
"S03","JAIL",294,"LF","rel","deg","deg","WD",574,1.7421602787456445
"S03","ROUND",296,"LF","rel","clr","clr","NW",467,2.1413276231263385
"S03","PLANT",300,"HF","rel","clr","clr","NW",456,2.192982456140351
"S03","NICE",301,"LF","rel","deg","clr","WD",725,1.3793103448275863
"S03","RIDE",303,"HF","rel","deg","deg","NW",473,2.1141649048625792
"S03","VISION",306,"HF","rel","clr","clr","NW",631,1.5847860538827259
"S03","JACKET",308,"LF","rel","deg","deg","NW",498,2.0080321285140563
"S03","ENGINE",311,"HF","unr","deg","clr","NW",1369,0.7304601899196493
"S03","SKIN",314,"LF","unr","clr","deg","NW",591,1.6920473773265652
"S03","BREAD",317,"LF","unr","clr","deg","NW",723,1.3831258644536653
"S03","MOUTH",318,"HF","unr","clr","clr","WD",469,2.1321961620469083
"S03","CAKE",323,"LF","unr","clr","deg","NW",754,1.3262599469496021
"S03","TAKE",325,"HF","unr","deg","deg","NW",494,2.0242914979757085
"S03","LIKE",330,"HF","rel","deg","deg","NW",532,1.8796992481203008
"S03","FIELD",334,"HF","rel","deg","deg","NW",649,1.5408320493066257
"S03","UGLY",336,"LF","unr","clr","deg","NW",577,1.733102253032929
"S03","HORSE",343,"HF","unr","deg","deg","NW",621,1.6103059581320451
"S03","PEOPLE",344,"HF","rel","clr","deg","WD",548,1.8248175182481752
"S03","WHEN",345,"HF","unr","deg","clr","WD",462,2.1645021645021645
"S03","LEAD",348,"HF","unr","deg","clr","NW",503,1.9880715705765408
"S03","GARDEN",350,"HF","rel","clr","clr","NW",662,1.5105740181268883
"S03","FRIEND",351,"HF","unr","clr","clr","WD",987,1.0131712259371835
"S03","STICKY",354,"LF","rel","clr","deg","NW",741,1.349527665317139
"S03","PULL",355,"HF","unr","deg","clr","WD",598,1.6722408026755853
"S03","NERVOUS",357,"LF","unr","deg","clr","NW",717,1.394700139470014
"S03","WASH",358,"LF","rel","deg","deg","WD",527,1.8975332068311195
"S03","HAND",361,"HF","unr","deg","deg","NW",485,2.0618556701030926
"S03","MAIL",362,"LF","rel","clr","deg","WD",449,2.2271714922048997
"S03","SCARE",364,"LF","unr","clr","clr","NW",474,2.109704641350211
"S03","GIRL",365,"HF","unr","clr","clr","WD",534,1.8726591760299625
"S03","LOCK",366,"LF","unr","clr","clr","WD",656,1.524390243902439
"S03","PANTS",368,"LF","rel","clr","deg","NW",462,2.1645021645021645
"S03","BEST",370,"HF","rel","deg","deg","NW",524,1.9083969465648856
"S03","MAKE",371,"HF","unr","clr","deg","WD",502,1.9920318725099602
"S03","SAND",372,"LF","rel","deg","clr","WD",753,1.3280212483399734
"S03","TEAR",374,"LF","rel","deg","deg","NW",629,1.589825119236884
"S03","GIVE",375,"HF","unr","clr","deg","WD",603,1.658374792703151
"S03","CANDY",376,"LF","rel","deg","clr","WD",642,1.557632398753894
"S03","TELL",380,"HF","rel","deg","clr","NW",527,1.8975332068311195
"S03","FORGIVE",382,"LF","rel","deg","clr","NW",527,1.8975332068311195
"S03","ANSWER",383,"HF","unr","clr","deg","WD",505,1.9801980198019802
"S03","SMART",386,"LF","rel","clr","clr","NW",384,2.6041666666666665
"S03","SHIRT",388,"LF","unr","deg","clr","NW",552,1.8115942028985508
"S03","POLICE",389,"HF","rel","clr","deg","WD",514,1.9455252918287937
"S03","PARTY",391,"HF","unr","deg","clr","NW",644,1.5527950310559007
"S03","HOTEL",394,"HF","rel","clr","clr","NW",480,2.0833333333333335
"S03","TRAIN",397,"LF","rel","clr","deg","NW",648,1.5432098765432098
"S03","REEF",398,"LF","rel","clr","clr","WD",828,1.2077294685990339
"S03","BREAK",399,"LF","unr","deg","clr","WD",858,1.1655011655011656
"S03","HOME",401,"HF","rel","clr","deg","NW",446,2.242152466367713
"S03","NAVY",402,"LF","unr","clr","clr","WD",603,1.658374792703151
"S03","SILVER",403,"LF","rel","clr","clr","WD",578,1.7301038062283738
"S03","FINAL",407,"HF","rel","deg","clr","NW",564,1.7730496453900708
"S03","KNOW",408,"HF","unr","deg","deg","WD",540,1.8518518518518519
"S03","SHOW",409,"HF","unr","clr","deg","WD",503,1.9880715705765408
"S03","DONKEY",410,"LF","rel","clr","clr","WD",513,1.949317738791423
"S03","REASON",414,"HF","unr","deg","clr","NW",647,1.545595054095827
"S03","PRIEST",416,"LF","rel","clr","deg","NW",625,1.6
"S03","IDEA",417,"HF","rel","clr","clr","WD",616,1.6233766233766234
"S03","PEACE",419,"HF","rel","deg","clr","NW",492,2.032520325203252
"S03","GARBAGE",423,"LF","rel","deg","clr","NW",679,1.4727540500736378
"S03","BLACK",425,"HF","rel","clr","clr","NW",485,2.0618556701030926
"S03","SOCCER",428,"LF","unr","clr","deg","NW",714,1.4005602240896358
"S03","HINT",429,"LF","rel","deg","clr","WD",461,2.1691973969631237
"S03","FACE",430,"HF","rel","clr","deg","WD",586,1.7064846416382253
